first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Blondy,Nna Noukeu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GKP,0.0
Daniel,Ballard,2,2,116,2144,35,181.2,662.8,370.0,9,340,121.5,6,1,4,2.6,46,DEF,25.217391304347828
Trai,Hume,1,1,102,2942,41,356.2,496.8,228.0,6,359,107.2,9,0,9,0.3,45,DEF,22.666666666666668
Aji,Alese,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Joe,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF,0.0
Dennis,Cirkin,0,0,14,319,2,9.7,59.2,10.0,0,43,7.5,1,0,2,0.0,40,DEF,3.5
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Niall,Huggins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Zak,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Luke,O'Nien,0,0,20,475,6,6.9,71.0,16.0,0,67,9.4,2,1,1,0.1,40,DEF,5.0
Timothée,Pembélé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Reinildo,Mandava,0,2,72,1876,26,128.3,362.4,39.0,6,269,53.1,6,1,7,2.9,38,DEF,18.947368421052634
Jenson,Seelt,0,0,2,133,2,2.4,33.6,0.0,0,11,3.6,0,0,0,0.1,40,DEF,0.5
Simon,Adingra,1,1,34,649,8,116.8,81.4,75.0,3,81,27.0,4,0,2,0.3,49,MID,6.938775510204081
Habib,Diarra,2,6,65,1374,19,143.0,166.2,222.0,3,211,51.8,5,0,5,0.1,53,MID,12.264150943396228
Patrick,Roberts,0,0,1,27,1,7.3,1.8,5.0,0,4,1.4,0,0,0,0.0,54,MID,0.18518518518518517
Milan,Aleksić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Enzo,Le Fée,5,6,142,2840,42,760.5,698.0,284.0,13,590,174.5,10,0,5,1.5,48,MID,29.583333333333336
Romaine,Mundle,0,0,14,399,11,33.6,29.4,69.0,0,42,12.7,0,0,1,0.0,49,MID,2.8571428571428568
Dan,Neil,0,0,3,13,0,1.4,3.0,0.0,0,10,0.4,0,0,0,0.0,48,MID,0.625
Ian,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID,0.0
Chris,Rigg,1,1,35,757,11,142.7,114.4,103.0,1,136,36.0,3,0,1,0.1,47,MID,7.446808510638298
Noah,Sadiki,0,2,79,2801,41,310.1,341.6,162.0,0,401,81.7,9,0,8,0.1,49,MID,16.122448979591837
Chemsdine,Talbi,4,2,83,1553,14,211.5,238.6,245.0,6,248,69.0,7,0,0,0.2,49,MID,16.93877551020408
Abdoullah,Ba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43,MID,0.0
Alan,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Pierre,Ekwah Elimby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Harrison,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jay,Matete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID,0.0
Nectarios,Triantis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Wilson,Isidor,6,1,73,1119,17,29.8,241.2,435.0,7,261,70.5,4,0,1,1.3,50,FWD,14.6
Eliezer,Mayenda Dossou,2,0,40,751,9,53.8,117.6,188.0,5,124,35.5,3,0,0,0.5,51,FWD,7.843137254901961
Ahmed,Abdullahi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42,FWD,0.0
Luís Hemir,Silva Semedo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Nazarii,Rusyn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Granit,Xhaka,1,6,123,2811,38,590.7,675.2,99.0,8,594,136.5,9,0,7,3.2,51,MID,24.117647058823533
Robin,Roefs,0,0,134,3060,45,40.0,869.2,0.0,12,565,90.8,10,0,4,8.1,48,GKP,27.916666666666668
Arthur,Masuaku,0,0,1,125,2,20.1,21.8,7.0,0,4,4.9,0,0,1,0.5,39,DEF,0.25641025641025644
Omar,Alderete,1,1,125,2797,40,138.1,749.0,279.0,5,400,117.0,10,0,6,5.6,41,DEF,30.487804878048784
Nordi,Mukiele,3,5,147,2694,39,341.9,712.2,221.0,11,474,127.6,9,0,5,8.6,46,DEF,31.956521739130437
Lutsharel,Geertruida,0,0,54,1591,22,134.2,269.6,102.0,0,230,50.6,3,0,1,0.1,45,DEF,12.0
Brian,Brobbey,7,1,87,1860,29,199.6,333.4,512.0,12,299,102.8,6,0,6,0.9,53,FWD,16.41509433962264
Bertrand,Traoré,1,1,30,634,9,108.4,115.6,135.0,1,118,35.9,3,0,1,0.0,55,MID,5.454545454545454
Jenson,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Tymur,Tutierov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Djiamgone Jocelin Ta,Bi,0,0,1,38,0,4.3,3.4,2.0,0,4,1.0,0,0,0,0.0,49,MID,0.2040816326530612
Melker,Ellborg,0,0,16,270,2,0.0,73.6,0.0,3,62,7.4,1,0,0,0.1,40,GKP,4.0
Nilson,Angulo,0,0,12,341,5,43.1,40.6,66.0,0,36,14.9,1,0,0,0.0,50,MID,2.4
Jack,Whittaker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jaydon,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Guglielmo,Vicario,0,0,90,2790,50,10.1,709.2,0.0,6,412,72.2,7,0,1,4.7,47,GKP,19.148936170212764
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GKP,0.0
Antonín,Kinský,0,0,14,450,5,0.0,76.8,0.0,0,53,7.7,1,0,0,1.8,39,GKP,3.58974358974359
Pedro,Porro Sauceda,1,3,107,2613,38,779.7,645.2,194.0,6,456,162.0,8,0,9,10.7,52,DEF,20.576923076923077
Cristian,Romero,4,1,91,1869,33,133.6,574.8,223.0,10,305,93.2,5,2,9,2.9,50,DEF,18.2
Kevin,Danso,0,0,52,1309,23,47.7,361.2,76.0,1,182,48.7,3,0,8,0.2,42,DEF,12.38095238095238
Ben,Davies,1,0,10,136,3,22.2,67.4,52.0,1,29,14.2,0,0,1,0.1,43,DEF,2.3255813953488373
Radu,Drăgușin,0,0,16,514,13,3.2,125.6,27.0,0,30,15.6,0,0,0,0.0,45,DEF,3.5555555555555554
Djed,Spence,0,0,71,1938,31,206.7,280.6,184.0,3,247,66.9,8,0,4,0.9,41,DEF,17.31707317073171
Destiny,Udogie,0,1,22,1178,23,183.9,189.2,94.0,0,94,46.8,0,0,3,0.3,43,DEF,5.116279069767442
Micky,van de Ven,4,1,110,2861,48,93.6,655.2,212.0,10,401,96.0,8,1,8,17.5,44,DEF,24.999999999999996
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Takai,Kōta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luka,Vušković,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Son,Heung-min,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,85,MID,0.0
James,Maddison,0,0,1,5,0,5.3,1.4,4.0,0,2,1.1,0,0,0,0.2,68,MID,0.14705882352941177
Mohammed,Kudus,2,6,75,1535,20,413.8,333.4,302.0,7,257,104.7,7,0,3,9.2,64,MID,11.71875
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64,MID,0.0
Mathys,Tel,4,2,73,1172,21,383.5,282.6,280.0,7,247,94.9,2,0,1,0.3,62,MID,11.774193548387096
Rodrigo,Bentancur,1,1,79,1709,23,183.8,330.4,122.0,4,333,63.9,7,0,7,0.2,52,MID,15.192307692307692
Lucas,Bergvall,1,3,49,955,18,106.4,164.6,147.0,0,163,41.5,3,0,2,0.2,52,MID,9.423076923076923
Yves,Bissouma,0,0,17,600,17,25.5,89.6,23.0,0,99,13.7,1,0,4,0.0,52,MID,3.269230769230769
Wilson,Odobert,0,2,46,972,13,284.3,158.8,234.0,6,176,67.6,2,0,0,0.0,53,MID,8.679245283018869
Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Archie,Gray,2,2,60,1463,28,138.1,257.2,158.0,6,235,55.3,5,0,5,0.1,48,MID,12.5
Mikey,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Pape Matar,Sarr,2,3,67,1350,23,151.6,314.8,152.0,2,294,62.0,3,0,2,1.0,45,MID,14.88888888888889
Yang,Min-hyeok,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Callum,Olusesi,0,0,1,14,0,1.8,0.6,0.0,0,3,0.2,0,0,0,0.2,43,MID,0.23255813953488372
Dominic,Solanke-Mitchell,3,0,40,997,21,84.1,205.0,339.0,4,187,62.7,0,0,1,1.1,71,FWD,5.633802816901409
Richarlison,de Andrade,10,4,110,1792,25,216.8,553.2,745.0,16,466,151.0,6,0,5,6.2,64,FWD,17.1875
Will,Lankshear,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Dane,Scarlett,0,0,2,7,0,4.1,1.0,2.0,0,5,0.7,0,0,0,0.5,43,FWD,0.46511627906976744
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,4,3,110,2034,35,122.7,568.0,245.0,14,464,93.8,4,0,7,0.8,55,MID,20.0
Xavi,Simons,2,5,80,1747,36,533.8,349.6,255.0,7,345,113.9,4,1,5,1.1,64,MID,12.5
Randal,Kolo Muani,1,1,49,1570,29,265.6,169.6,280.0,1,143,70.5,4,0,3,0.4,69,FWD,7.101449275362318
Jun'ai,Byfield,0,0,1,1,0,0.5,0.4,0.0,0,3,0.1,0,0,0,0.0,40,DEF,0.25
James,Rowswell,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,40,DEF,0.25
Yusuf,Akhamrich,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Lucá,Williams-Barnett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Conor,Gallagher,1,1,39,1012,21,173.2,173.4,125.0,3,189,47.2,1,0,2,0.2,50,MID,7.8
João Victor,de Souza Menezes,0,0,3,142,3,31.9,12.8,17.0,0,0,6.2,0,0,1,0.0,40,DEF,0.75
Rio,Kyerematen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
James,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Adama,Traoré Diarra,0,0,25,376,12,73.8,33.4,70.0,0,74,17.2,0,0,1,0.1,51,MID,4.901960784313726
Alphonse,Areola,0,1,51,1800,37,10.0,570.4,0.0,2,220,57.9,0,0,0,1.9,42,GKP,12.142857142857142
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GKP,0.0
Krisztián,Hegyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GKP,0.0
El Hadji Malick,Diouf,0,6,98,2616,47,463.2,560.8,129.0,3,352,115.4,8,0,6,2.4,41,DEF,23.902439024390247
Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
Maximilian,Kilman,0,0,36,1559,37,55.8,392.4,60.0,0,80,50.9,1,0,4,0.1,41,DEF,8.78048780487805
Konstantinos,Mavropanos,3,0,114,2442,44,65.6,754.0,294.0,5,362,111.4,5,0,2,1.9,45,DEF,25.333333333333332
Nayef,Aguerd,0,0,3,180,8,3.9,39.0,8.0,0,-1,5.1,0,0,0,0.0,44,DEF,0.6818181818181818
Ollie,Scarles,0,1,21,656,16,82.1,142.2,22.0,0,88,24.6,0,0,2,0.0,43,DEF,4.883720930232558
Jean-Clair,Todibo,0,1,46,1817,37,66.6,383.4,26.0,1,160,47.7,1,1,5,0.1,43,DEF,10.697674418604652
Aaron,Wan-Bissaka,0,3,67,2080,43,305.6,430.0,30.0,0,201,77.0,3,0,4,4.3,41,DEF,16.34146341463415
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Lucas,Tolentino Coelho de Lima,4,2,69,1513,33,397.2,374.6,186.0,8,291,95.7,3,1,5,1.0,59,MID,11.694915254237287
Tomáš,Souček,5,2,100,2100,43,188.9,504.0,408.0,9,411,110.3,6,1,3,0.4,57,MID,17.543859649122805
Crysencio,Summerville,5,3,104,2380,42,429.3,411.4,533.0,10,385,137.1,7,0,6,1.3,54,MID,19.25925925925926
Edson,Álvarez Velázquez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Maxwel,Cornet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Guido,Rodríguez,0,0,8,175,2,6.0,9.8,2.0,0,30,1.7,1,0,1,0.0,48,MID,1.6666666666666667
Luis Guilherme,Lira dos Santos,0,0,5,121,2,14.5,9.2,4.0,0,11,2.5,0,0,0,0.0,49,MID,1.0204081632653061
George,Earthy,0,0,1,8,1,1.5,0.0,2.0,0,3,0.4,0,0,0,0.0,45,MID,0.2222222222222222
Andy,Irving,0,0,9,156,4,52.3,31.6,2.0,0,49,8.6,0,0,0,0.2,43,MID,2.0930232558139537
Lewis,Orford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
Freddie,Potts,0,1,37,1162,25,141.3,191.2,37.0,0,215,37.1,1,0,1,0.5,43,MID,8.604651162790699
Jarrod,Bowen,8,12,175,3316,63,667.8,827.0,787.0,25,684,228.2,7,0,4,12.6,77,FWD,22.727272727272727
Niclas,Füllkrug,0,0,12,407,11,85.1,26.0,130.0,0,28,23.8,1,0,0,0.6,56,FWD,2.142857142857143
Callum,Marshall,0,0,2,58,2,0.1,1.2,7.0,0,0,0.8,0,0,0,0.5,43,FWD,0.46511627906976744
Kyle,Walker-Peters,1,0,47,1288,25,123.2,263.4,106.0,0,201,49.3,3,0,2,0.3,42,DEF,11.19047619047619
Callum,Wilson,6,2,75,1189,24,98.6,264.8,481.0,7,268,83.2,1,0,1,0.5,58,FWD,12.931034482758621
Mads,Hermansen,0,1,69,1530,28,20.0,400.8,0.0,8,252,42.1,6,0,0,0.8,42,GKP,16.428571428571427
Mateus Gonçalo,Espanha Fernandes,3,3,126,2927,50,595.6,621.2,176.0,6,627,139.3,7,0,7,0.4,55,MID,22.90909090909091
Soungoutou,Magassa,1,0,42,971,23,83.4,182.0,44.0,2,185,31.0,2,0,4,0.0,50,MID,8.4
Lukasz,Fabianski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GKP,0.0
Ezra,Mayers,0,0,6,113,3,34.9,21.8,9.0,0,18,6.6,0,0,0,0.0,40,DEF,1.5
Airidas,Golambeckis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Mohamadou,Kanté,0,0,8,65,1,13.0,17.8,12.0,0,27,3.9,0,0,2,0.0,45,MID,1.7777777777777777
Pablo Felipe,Pereira de Jesus,0,1,25,774,12,164.9,105.2,95.0,0,97,36.7,3,0,0,0.0,54,FWD,4.62962962962963
Valentín,Castellanos,5,1,53,1297,16,174.1,247.6,531.0,3,208,94.1,8,0,6,0.2,55,FWD,9.636363636363637
Keiber,Lamadrid,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Axel,Disasi,0,0,43,1164,17,19.3,216.6,84.0,1,167,32.0,5,0,1,0.2,45,DEF,9.555555555555555
Finlay,Herrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Sam,Johnstone,0,0,21,1080,24,0.1,308.0,0.0,0,117,30.8,0,0,0,0.1,44,GKP,4.7727272727272725
José,Malheiro de Sá,0,0,62,1980,36,10.0,469.4,0.0,6,278,48.3,4,0,2,1.1,42,GKP,14.761904761904761
Daniel,Bentley,0,0,6,270,7,0.0,65.4,0.0,0,24,6.5,0,0,0,0.5,39,GKP,1.5384615384615385
Emmanuel,Agbadou,0,0,23,1100,29,76.0,312.2,75.0,0,86,46.4,0,1,1,0.1,42,DEF,5.476190476190476
Matt,Doherty,0,0,14,786,15,51.1,132.4,20.0,0,59,20.5,1,0,4,0.1,44,DEF,3.1818181818181817
Hugo,Bueno López,1,3,82,2343,44,673.6,554.2,167.0,4,322,139.8,4,0,3,0.2,43,DEF,19.069767441860467
Yerson,Mosquera Valdelamar,0,0,58,2047,39,139.7,396.6,254.0,3,200,79.1,4,0,11,0.1,43,DEF,13.488372093023257
Rodrigo,Martins Gomes,3,0,46,873,17,74.7,183.6,218.0,0,101,47.6,1,0,0,0.1,44,DEF,10.454545454545453
Santiago,Ignacio Bueno,3,2,92,2462,46,121.5,591.2,224.0,4,308,93.5,4,0,4,0.1,44,DEF,20.909090909090907
Toti,Gomes,0,0,40,1399,33,92.6,347.2,71.0,0,137,51.3,1,1,1,0.1,42,DEF,9.523809523809524
Ki-Jana,Hoever,0,0,10,423,13,87.8,101.4,13.0,0,38,20.3,0,0,0,0.9,38,DEF,2.6315789473684212
Bastien,Meupiyou Menadjou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Pedro,Cardoso de Lima,0,0,9,249,6,48.5,30.2,20.0,0,14,9.8,0,0,0,0.4,40,DEF,2.25
Alfie,Pond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,39,DEF,0.0
Hwang,Hee-chan,2,2,53,1349,28,191.3,157.0,160.0,0,154,49.6,2,0,4,0.1,56,MID,9.464285714285715
André,Trindade da Costa Neto,1,0,92,2670,52,319.8,407.4,42.0,4,459,76.9,2,0,12,0.1,52,MID,17.692307692307693
Jean-Ricner,Bellegarde,1,1,44,1239,30,210.3,195.4,145.0,0,208,54.6,3,0,5,0.0,51,MID,8.627450980392158
Fer,López González,0,1,12,228,9,61.0,29.0,37.0,0,38,12.4,0,0,1,0.0,51,MID,2.3529411764705883
João Victor,Gomes da Silva,1,2,107,2829,56,353.4,486.6,176.0,6,529,102.0,4,0,10,0.3,53,MID,20.18867924528302
Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Marshall,Munetsi,1,2,38,872,19,61.8,163.6,196.0,1,131,42.1,0,0,2,0.0,53,MID,7.169811320754717
Boubacar,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Tawanda,Chirewa,0,0,2,25,0,0.3,3.2,0.0,0,4,0.4,0,0,0,0.2,43,MID,0.46511627906976744
Tom,Edozie,1,0,8,12,0,0.4,34.4,23.0,0,27,5.8,0,0,0,0.4,43,MID,1.8604651162790697
Enso,González Medina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,43,MID,0.0
Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Fábio,Soares Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,FWD,0.0
Saša,Kalajdžić,0,0,1,14,0,4.3,1.0,2.0,0,1,0.7,0,0,0,0.0,49,FWD,0.2040816326530612
Leon,Chiwome,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,FWD,0.0
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,42,FWD,0.0
Jhon,Arias,1,0,45,1117,21,204.0,171.0,148.0,2,175,52.1,2,0,1,0.1,49,MID,9.183673469387754
David,Møller Wolfe,0,2,33,969,22,121.8,148.2,46.0,0,72,31.7,1,0,1,0.1,42,DEF,7.857142857142857
Jackson,Tchatchoua,0,1,52,1834,37,349.9,318.2,69.0,0,156,73.8,3,0,3,0.0,44,DEF,11.818181818181817
Ladislav,Krejcí,2,1,64,2291,45,136.9,527.2,269.0,0,217,93.7,3,1,3,0.1,45,DEF,14.222222222222221
Tolu,Arokodare,3,2,65,1378,28,178.1,247.4,553.0,4,220,96.9,3,0,1,0.1,51,FWD,12.745098039215687
Mateus,Mané,3,2,72,1697,29,400.1,308.0,263.0,9,299,96.5,5,0,0,1.3,42,FWD,17.142857142857142
Saheed,Olagunju,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luke,Rawlings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Temple,Ojinnaka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ethan,Sutherland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jerome,Abbey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Angel,Gomes,0,0,14,392,7,69.3,43.4,28.0,0,65,13.9,1,0,1,0.0,46,MID,3.0434782608695654
Adam,Armstrong,1,2,32,1068,19,85.0,113.0,164.0,0,110,36.0,3,0,3,0.1,51,FWD,6.274509803921569
Alfie,Brooks,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Josh,Gracey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
